EmployeeNumber,Name,Department,Education,EducationField,JobLevel,JobRole,MonthlyIncome,PerformanceRating,StudentFeedbackPercentage,FeedbackCount,PercentSalaryHike
996574,Hillier Bunnell,5,2,3,1,8,27079,2,12.86,1,17
130699,Aubrette Wenham,1,4,5,2,8,47980,5,13.52,1,7
394638,Marcie Kimbling,3,2,1,5,3,64350,5,26.26,1,15
309891,Brewer Spradbery,1,3,4,3,8,55519,2,78.19,1,1
501782,Jo ann Pauletto,2,5,3,5,6,17159,1,15.33,1,16
851950,Ami Harbert,2,4,4,3,10,31179,1,19.39,1,0
708595,Rene Dooman,3,2,3,1,3,26273,4,42.67,1,20
717188,Gaylor Huck,2,5,2,1,8,203,5,29.45,1,20
750011,Waring Van den Broek,5,1,4,1,10,50456,5,93.59,1,1
549610,Deonne Tayspell,1,1,2,4,3,24851,4,71.73,1,19
71179,Levy Hackforth,3,3,5,1,3,34264,1,41.67,1,20
425188,Bari Bywater,5,5,3,4,2,44051,4,48.76,1,9
394097,Seline Andrassy,4,4,3,1,3,36909,4,61.07,1,14
605892,Ketty Serginson,3,3,4,5,6,76498,2,89.57,1,8
145998,Nora Marns,3,2,5,1,6,6952,1,35.64,1,6
296470,Dale Ewers,5,2,2,5,6,13984,5,97.84,1,17
545458,Roseanna Coote,3,2,5,5,8,41842,1,57.19,1,10
386098,Meghan Ogle,4,5,2,2,5,12327,2,47.61,1,12
16213,Antonio Squier,4,4,4,3,7,57653,2,73.91,1,10
133960,Ana Lynes,4,2,5,4,7,55849,3,0.19,1,20
744000,Jeremiah Polson,1,1,3,5,3,15750,1,81.05,1,14
483180,Nev Halsall,3,4,1,2,5,35270,3,96.69,1,19
552738,Maje Toler,2,4,5,2,8,35161,3,9.94,1,0
872594,Dawn Devonish,1,3,5,5,7,31409,2,37.21,1,19
448444,Maren Overill,5,2,4,5,7,33674,2,46.22,1,3
266273,Bill Rockcliff,4,1,5,2,8,1948,3,0.02,1,18
300344,Theo Barendtsen,1,5,1,3,8,75160,2,88.7,1,9
90923,Janelle Lorkings,3,4,5,2,1,70675,4,20.01,1,19
964359,Evy Enstone,1,4,2,1,6,887,5,32,1,11
678799,Dorisa Djorvic,1,5,1,5,7,42030,2,13.23,1,19
828375,Kirbee Turmall,5,1,3,2,7,7263,5,78.45,1,17
574638,Bryon Pomfrett,5,3,3,1,2,8494,5,58.05,1,11
878223,Carlie Still,2,1,1,1,6,41929,1,88.42,1,7
475190,Nessi Newburn,5,4,4,2,10,16103,4,52.61,1,20
604400,Ferdinanda Geraudel,5,2,4,1,1,62753,4,98.09,1,14
887706,Ram Elsworth,2,3,2,5,8,19234,1,61.77,1,11
387971,Jan Caswall,5,2,4,1,6,34815,2,47.58,1,16
32787,Hirsch Kelshaw,2,3,3,5,6,44354,5,6.6,1,4
4462,Bridget Pinnion,5,1,2,3,5,48883,2,22.69,1,3
836260,Ami Fieldhouse,1,1,2,5,9,49431,1,75.11,1,6
924171,Maje Penrith,1,5,5,1,1,58342,3,8.2,1,11
250454,Lorine Robey,5,5,2,3,8,24500,4,71.89,1,4
274281,Guss Spelling,4,4,2,2,1,84110,1,81.46,1,2
881325,Glen Macura,4,5,4,5,7,51787,2,22.69,1,7
158214,Pascale Hebbs,3,2,2,5,8,75508,4,15.99,1,13
123792,Kinna Quinell,2,2,3,2,10,33381,5,83.73,1,17
82462,Chrystal Caldes,5,4,3,1,10,78390,3,75.67,1,7
974601,Merle Cadwell,2,2,2,4,6,48452,5,97.43,1,18
706097,Welbie Dummigan,2,1,3,2,1,75893,1,65.47,1,13
311289,Mickie Bousquet,4,3,1,2,3,65859,5,44.87,1,8
223590,Ethan Arnholz,3,4,3,5,10,75412,3,24.01,1,7
588110,Mattias Sealy,3,4,4,3,1,82991,3,20.5,1,18
884202,George Deeprose,3,3,3,5,4,40413,2,11.82,1,6
352559,Ebenezer Roddan,5,3,5,1,2,50487,5,52.04,1,15
528068,Perle Belloch,1,2,4,4,10,74160,3,29.25,1,20
475040,Puff Mattiussi,4,1,1,3,4,85740,3,53.45,1,15
481591,Joletta Durber,1,5,4,2,1,36191,3,19.77,1,19
832974,Maggee Blaik,1,2,2,4,1,54410,3,77.03,1,7
638534,Merrili Bastow,2,2,2,2,10,56039,2,45.5,1,11
455543,Bax Thain,3,1,1,3,8,88345,3,93.09,1,3
755019,Konstantine Rollason,1,5,4,3,7,49488,3,48.2,1,9
538560,Kerby Coonihan,3,1,5,2,7,73531,2,18.93,1,1
820246,Guss Vink,4,3,1,2,1,26566,3,46.18,1,12
32523,Kaiser Thurstan,5,2,3,1,5,8478,2,37.07,1,9
148544,Pierre Craig,5,4,5,4,4,16586,3,17.42,1,3
688988,Sherlock Oakwell,2,2,1,1,2,22427,5,75.36,1,0
381799,Rosalinda Marrion,4,1,3,1,6,86951,3,99.77,1,11
365688,Gaston Lafaye,3,1,4,3,4,80627,4,18.94,1,12
188062,Harry Rozycki,2,2,5,2,5,31546,1,66.43,1,9
546452,Tuesday Skeel,2,1,2,3,6,55611,4,35.71,1,15
680537,Kathryne Picard,2,2,3,5,5,80882,5,85.38,1,8
564243,Anet Gauthorpp,3,2,2,2,9,65287,1,60.15,1,6
605562,Ram Tivenan,2,1,4,5,8,22029,5,86.97,1,7
672448,Obie Watkins,5,4,4,5,4,65892,3,60.08,1,19
603884,Tarrance Coomes,3,1,1,5,9,11255,4,3.97,1,16
547615,Sabine Marushak,3,5,5,5,7,55296,3,85.12,1,14
253278,Gwennie Scranney,4,4,2,5,7,80966,5,45.07,1,9
672189,Amalle Reuter,1,3,5,3,8,75142,2,20.87,1,14
922077,Leroi Gai,1,5,5,1,9,77495,5,32.88,1,4
75279,Bibbie McIlwrath,2,4,1,3,2,6201,2,19.97,1,7
699656,Price Shelsher,3,2,2,3,5,60246,3,75.79,1,0
319062,Brady Felderer,1,5,3,1,2,48188,2,37.76,1,8
506678,Delbert Millimoe,4,4,3,3,3,84946,4,50.26,1,17
60088,Scarface MacCallum,1,3,1,3,8,80655,4,21.14,1,6
648375,Clair Gemmell,5,2,2,4,10,24909,3,4.87,1,7
541269,Janaye Tue,2,1,1,3,8,42249,1,92.3,1,19
61698,Gerhardine Lorinez,5,5,2,5,6,66570,2,75.96,1,6
469770,Trey Maytom,5,5,4,1,2,43717,1,59.42,1,12
517374,Berenice Bow,4,2,2,3,9,82680,5,29.1,1,1
883673,Garrik Ludlom,3,2,1,2,6,46938,4,48.86,1,15
248939,Rosalyn Scrivner,4,3,3,4,9,8492,1,1.27,1,12
397994,Artair Yokel,2,3,1,4,9,58217,5,29.93,1,14
528805,Guilbert Bullus,3,4,3,2,7,63076,3,12.02,1,18
874428,Tedmund Canniffe,5,1,2,5,7,33264,5,9.28,1,11
734188,Sybila Barlass,2,5,1,5,3,86954,4,46.94,1,11
327361,Meggi Fairlem,3,2,5,5,4,49926,4,91.99,1,16
741196,Joeann Dallan,3,2,1,5,2,4673,3,66.1,1,6
183142,Lian Brammar,5,2,5,3,8,87402,1,36.17,1,4
393220,Merell Huckster,5,4,3,3,3,23973,5,66.21,1,6
94350,Dukie Whitten,3,1,4,4,2,4626,5,2.74,1,15
730024,Teddie Toquet,4,3,1,2,10,63267,5,92.39,1,12
296496,Vittorio Blum,2,5,2,4,4,10089,1,49.52,1,16
60067,Corabel Tedahl,5,4,1,5,2,60119,4,98.94,1,4
714449,Hamil Grout,4,1,3,5,2,48511,5,13.35,1,12
673747,Reider Sclater,1,3,3,5,9,39866,3,11.98,1,11
208854,Etta Tumulty,1,4,2,2,10,85722,1,93.52,1,14
717771,Lucina Trevains,5,2,4,4,2,49889,5,35.26,1,14
255079,Sally Bengoechea,2,5,3,2,9,27804,3,70.16,1,4
700705,Francis Rabley,3,1,1,4,3,55841,2,6.23,1,18
222607,Merissa Bernolet,2,3,3,3,8,83135,1,18.82,1,13
550200,Violette Plaschke,4,4,4,5,3,79262,3,69.7,1,8
726232,Galvin McMylor,1,5,3,1,4,48192,1,73.34,1,6
370919,Pansy Landsberg,5,3,4,5,3,17834,2,22.37,1,12
143155,Audrey Parr,1,5,3,2,7,29836,5,63.31,1,10
600130,Shelia Shoebridge,4,2,5,4,5,28938,4,45.36,1,12
483058,Griswold Dwerryhouse,4,2,1,2,2,63591,2,84.64,1,10
18681,Monte Pounds,1,1,1,1,9,84350,1,49.86,1,7
273239,Toiboid Hubble,4,4,4,4,6,6597,1,36.28,1,11
677419,Virginia Feldhammer,5,5,5,4,4,68743,3,42.01,1,2
622601,Lynna Calabry,2,1,1,1,1,78194,5,52.92,1,2
507431,Hilarius Mavin,3,5,1,5,4,28682,5,66.58,1,14
282412,Kaile Wooster,1,2,3,5,4,21407,4,9.04,1,3
624095,Belita Bladge,3,2,3,1,7,62373,5,36.27,1,11
3264,Judas Donativo,2,5,1,4,10,39476,3,59.15,1,18
294736,Heddie Dimmne,2,2,1,4,3,88754,5,92.46,1,1
702051,Carmel Leverentz,2,3,2,3,2,43147,1,56.54,1,17
429088,Kaycee Chatelet,2,5,1,3,2,88667,3,0.04,1,7
160127,Tirrell Hurdman,5,2,1,3,8,6475,4,52.66,1,14
124050,Lexie Arnley,2,3,2,3,9,61213,4,2.42,1,9
32896,Vida Graeber,5,3,2,3,3,20622,1,82.21,1,5
406276,Leland Rasper,3,1,5,3,2,67870,2,42,1,16
954857,Margaux Maciaszek,5,1,2,1,4,67315,2,84.47,1,5
968387,Lindi Morston,4,2,5,1,1,21334,2,10.53,1,12
117982,Brook Boxell,2,3,5,4,2,38424,1,61.65,1,10
851998,Dru Holmyard,5,1,2,1,10,52932,5,19.12,1,12
229077,Francine Molesworth,3,5,3,2,3,43917,2,48.39,1,3
159911,Dusty Weddell,5,1,2,1,6,70674,3,77.32,1,14
733238,Sigrid Rowcastle,5,2,1,3,4,19030,1,12.73,1,3
81979,Marlyn Bruni,3,1,5,2,5,11,1,57.85,1,2
178888,Kissee Laycock,5,2,4,5,3,43256,2,46.47,1,1
202561,Morena Zmitrovich,4,1,3,2,10,30035,5,53.44,1,15
910673,Elana Kellen,1,3,1,4,7,8280,2,79.02,1,20
454259,Nolly Sweeny,1,4,5,2,3,85133,1,45.3,1,2
840362,Berta Friar,1,3,3,4,8,61306,4,33.99,1,2
723612,Susi Tuppeny,4,1,2,1,10,83401,1,76.58,1,7
403084,Silvia McLagan,2,2,4,3,1,82668,3,49.85,1,3
291519,Emlyn Babar,3,3,3,2,10,51086,2,40.73,1,11
596771,Rolland Pesic,4,4,2,5,4,60937,4,90.15,1,7
216160,Shaughn Cleaton,4,3,5,2,8,88883,2,96.18,1,5
273893,Raynor Aurelius,1,2,4,4,1,12056,2,39.71,1,4
782379,Bald Larman,5,1,5,1,1,89930,5,81.94,1,6
306133,Kaylee Hurburt,5,5,5,1,2,15379,4,51.33,1,3
832653,Gerty Orgee,1,2,4,1,3,39579,4,64.58,1,7
322031,Krystalle Perrat,4,4,5,1,6,14477,3,67.94,1,4
877098,Randolf Cockram,1,5,5,3,1,14024,5,24.94,1,6
92841,Bradney Bentall,5,2,5,5,8,6722,4,55.03,1,9
772415,Gustaf Trappe,5,1,2,2,2,25994,3,55.71,1,18
212106,Goldarina Alennikov,5,5,1,2,4,58871,1,76.75,1,2
562363,Tome Sell,4,3,5,3,2,33496,4,9.06,1,1
720776,Mendie Duncanson,3,1,4,1,9,62655,2,15.27,1,15
295812,Inger Dillet,1,3,1,4,5,61689,4,22.04,1,4
496021,Hastie Battson,2,3,2,2,6,9837,3,51.05,1,4
264219,Madison Parnby,5,5,5,4,7,25324,2,34.97,1,15
562563,Tadio Kynforth,4,3,3,2,1,10640,3,56.68,1,20
950443,Renae Ledes,1,4,4,1,5,82777,1,5.05,1,9
14470,Tresa Fortnon,5,5,3,5,5,80521,2,60.75,1,2
410979,Karlyn Slogrove,3,2,4,3,6,53747,3,19.16,1,9
810928,Nata Heining,1,4,1,4,2,77974,2,12.59,1,4
599689,Adrienne Turnbull,5,4,1,5,9,87368,1,43.49,1,17
25717,Prudi Hubbock,3,4,1,5,6,9058,1,33.62,1,15
848099,Harper Purslow,5,3,5,1,8,54570,5,81.42,1,7
978178,Terrence Macer,4,5,4,5,2,45469,5,69.77,1,11
479042,Debi Purshouse,5,2,3,2,9,12691,2,88.1,1,12
842654,Dorothea Rebanks,1,2,4,3,5,58804,3,60.93,1,11
256372,Ragnar Doy,3,2,5,2,10,23394,3,90.24,1,4
86473,Leda Osmar,4,4,5,5,3,50123,5,79.33,1,9
363988,Barty Cattonnet,4,5,2,5,8,4366,3,23.39,1,11
633500,Prue Kinzel,1,5,4,2,2,26225,4,29.87,1,12
712809,Allix Damerell,1,1,5,2,10,55942,4,73.9,1,8
933055,Clarinda Eymer,2,3,1,1,2,7479,1,76.96,1,20
459355,Dewey Kennelly,4,4,1,2,3,63038,2,14.82,1,20
464446,Terry Levecque,2,3,5,5,10,66198,2,88.14,1,14
645822,Kelcie Shillan,1,4,4,3,3,84006,5,94.61,1,0
768507,Jud Dunley,1,4,1,5,4,60940,4,48.68,1,16
692426,Chalmers Phebee,3,2,2,4,6,52375,4,39.62,1,14
546222,Hussein Mobius,2,5,2,4,1,74771,4,32.57,1,8
385865,Iain Kildahl,2,3,5,5,7,10923,5,33.29,1,13
840171,Kelsey Meron,4,2,2,3,5,25309,3,82.37,1,10
568894,Marvin Beals,4,3,5,3,10,50227,1,85.94,1,1
111897,Conni Farley,1,5,2,3,2,22739,4,55.02,1,16
676374,Kelila Rogers,1,1,1,3,7,35879,4,66.89,1,11
968402,Guthrie Cottom,2,1,2,4,2,69411,1,86.45,1,2
775178,Goldie Frickey,2,5,3,5,3,44805,3,53.97,1,1
806748,Ignace Sirette,2,3,3,2,9,88684,5,81.28,1,13
699101,Sofia Campanelle,4,2,2,4,8,24978,1,88.93,1,16
637155,Gail Woolward,2,4,2,2,6,82459,5,46.1,1,19
288953,Dasha Siseland,3,4,4,4,2,22270,4,5.2,1,9
328205,Fabio Jedrasik,3,3,1,3,2,70938,5,58.02,1,13
449085,Kiley Neighbour,4,3,5,5,3,37431,4,96.05,1,2
468158,Jedidiah Moran,4,3,4,2,3,11516,5,78.02,1,10
316304,Daisie Dureden,2,5,5,4,9,32541,5,1.23,1,1
27975,Sosanna Hambers,5,3,3,1,10,50277,3,10.75,1,13
50647,Kay Guerola,3,3,3,1,5,23968,1,77.56,1,3
244816,Mariejeanne Barneveld,1,2,5,1,7,33216,2,37,1,2
369148,Courtenay Fleischer,1,2,1,2,3,56294,4,7.06,1,7
628369,Willy Haddacks,3,1,2,4,6,47276,5,21.67,1,4
89970,Eleen Causer,3,4,4,5,3,42879,3,46.99,1,20
88958,Fionnula Bernardeau,5,1,5,3,3,13619,5,18.62,1,16
75202,Hermy Cheetam,1,4,3,1,5,31771,2,76.1,1,9
659632,Casper Willwood,3,5,1,4,8,12681,1,81.01,1,13
892364,Emilie Georgelin,1,4,5,1,6,17775,3,63.82,1,6
528637,Berta Parzizek,4,1,2,5,6,12700,2,20.85,1,0
798789,Gregoor Tisor,2,1,1,3,7,78047,5,7.45,1,20
535040,Buiron Grishagin,2,4,3,2,7,7258,4,94.11,1,3
387066,Oliver Wardell,2,4,1,2,8,58685,2,10.79,1,13
869876,Philomena Tyrrell,4,1,3,2,2,71789,1,81.69,1,11
774928,Cordula Tutchings,5,2,5,4,6,23545,4,57.49,1,13
247434,Stanfield Varne,5,2,4,3,9,64606,4,59.54,1,11
234285,Stormie Darling,3,5,3,1,1,51561,4,56.4,1,11
714650,Moore MacKim,5,4,2,3,9,78592,2,79.5,1,20
714500,Berrie Ganiclef,4,2,5,5,10,1343,1,93.95,1,1
631868,Kimberley Dudgeon,2,1,5,4,4,23451,1,22.48,1,12
676637,Maxwell Woodnutt,5,2,2,4,7,26333,3,21.84,1,2
757846,Caty Normanvill,1,4,2,1,10,45611,1,66.95,1,5
435013,Barnebas Deware,4,1,5,4,1,49486,2,37.33,1,0
725099,Sterne Robillart,2,4,3,4,8,17867,4,16.54,1,8
319296,Olly Marven,5,3,4,1,2,50558,4,28.15,1,13
400303,Johny MacTrustrie,2,5,2,2,7,2911,1,29.25,1,19
413909,Rafi Roblin,5,2,3,3,9,26307,3,86.63,1,16
592657,Berne Vashchenko,1,5,2,1,6,24713,5,75.64,1,18
33905,Nester Aylmore,5,1,5,4,10,64816,5,15.21,1,14
145791,Geralda Lillow,2,4,4,2,9,67275,4,33.46,1,5
662560,Tracy MacAnespie,2,2,4,1,7,10275,4,49.94,1,6
307354,Gray Celler,2,1,4,1,7,80095,5,77.03,1,0
789030,Juana Larvent,1,5,3,1,5,20740,4,52.88,1,12
318188,Katharine Vedeniktov,2,2,4,1,4,40928,2,20.66,1,6
468707,Raoul Syddon,5,5,1,5,7,85605,5,9.48,1,2
752196,Evvie Hamflett,5,2,4,5,9,76065,1,7.68,1,18
27861,Pen Huc,4,3,3,2,9,54388,3,9,1,5
468581,Penelope Dewdeny,3,5,3,2,3,51721,1,91.38,1,0
458329,Joyann O'Hingerty,5,3,5,5,2,46692,4,23.81,1,9
281852,Dar Wilstead,5,4,2,2,2,84353,5,57.58,1,14
406728,Arvin Dray,3,2,3,3,5,41746,4,39.88,1,19
183212,Gerrard Girton,4,5,4,5,4,76779,2,16.9,1,20
509575,Gustave Broggelli,4,3,1,2,7,88441,1,98.46,1,6
878751,Conant Frensche,2,5,5,2,1,77,1,94.97,1,9
191822,Poppy Lesor,1,3,4,4,10,85140,4,83.9,1,2
41829,Venita Willingam,5,5,3,5,4,30522,4,86.38,1,11
334858,Lev Scrinage,1,2,1,2,2,85219,5,43.54,1,1
379589,Mariska Klesse,5,5,2,3,8,45917,1,86.16,1,13
90229,Emalia Spinella,4,2,2,5,2,23957,5,6.03,1,12
665352,Thorvald McCowan,5,3,3,2,2,42015,5,50.51,1,8
539210,Phylys Joannic,4,5,2,2,1,73255,5,44.51,1,9
698829,Bernice Meffin,5,5,1,2,8,77769,5,67.49,1,0
254765,Erhart McGenis,4,3,3,4,10,68518,5,26.45,1,9
548534,Farlee Widdall,5,5,1,4,10,19314,3,62.46,1,19
61150,Riordan Caccavari,4,3,5,2,7,65444,5,14.67,1,4
390272,Jennifer Titherington,3,3,5,3,3,10136,2,26.74,1,13
503182,Shawnee Funnell,1,2,3,5,7,59081,2,16.94,1,10
177434,Betteanne Trayford,3,3,1,5,9,77153,5,63.63,1,2
278399,Trudi Whicher,2,3,1,4,3,64067,2,50.59,1,3
312315,Jeanine Orwell,5,2,1,3,3,31743,4,40.95,1,5
110177,Kit Harmeston,1,3,3,5,9,62801,5,2.64,1,0
476927,Cordy Upjohn,5,1,5,5,4,89504,4,14.87,1,5
859302,Sebastian Blanckley,5,5,4,5,2,33265,1,4.77,1,3
769486,Dilly Vanlint,5,2,2,3,4,19295,1,12.76,1,14
9796,Aubry Holbarrow,2,4,5,5,10,56685,3,86.9,1,19
763209,Reinwald Gehrtz,5,2,4,1,1,64368,3,76.46,1,7
944760,Leopold Rowet,1,3,3,3,7,52350,4,94.46,1,16
22800,Ferrell Sheridan,5,3,2,3,5,78675,4,75.35,1,13
439220,Benedicta Bedell,2,5,2,2,9,82865,5,62.2,1,20
862365,Urson MacGauhy,2,3,2,3,1,54591,5,51.38,1,9
417503,Vinnie Josef,3,1,2,4,7,77109,5,60.11,1,20
296810,Shurlocke Bussy,3,5,2,3,1,13202,3,11.13,1,11
927398,Klaus Timperley,5,4,2,4,2,50098,1,77.71,1,13
157503,Cathyleen Needham,1,3,5,2,10,81819,2,96.23,1,5
181935,Blinnie Olland,1,2,5,4,1,69209,1,43.68,1,12
353646,Maisie Veck,3,4,2,4,3,11121,4,28.54,1,14
743052,Sephira Jacobi,5,1,3,4,5,27627,3,19.25,1,4
435444,Gwendolen Stambridge,5,4,2,1,7,46133,2,0.81,1,3
245350,Ernestine Gumery,4,3,5,2,3,22102,3,61.6,1,14
782727,Quincey Tunney,5,3,1,3,5,28225,1,58.87,1,4
322215,Suzanna McIlwraith,3,4,3,1,2,25216,3,57.61,1,3
229674,Madelin D'Souza,3,4,1,4,1,67756,1,64.73,1,11
475868,Matthaeus Jefferd,3,5,3,2,10,29927,1,59.63,1,19
914067,Padget Seward,4,1,2,1,2,49938,4,47.41,1,18
363835,Carling Lourens,5,1,5,2,7,40441,3,88.38,1,1
122590,Fabe Spiaggia,3,5,2,5,3,4185,2,10.27,1,2
814719,Kimbra Gimert,1,5,2,3,2,77773,1,76.14,1,3
207504,Phyllys Flement,2,5,5,4,6,13746,4,30.36,1,14
655584,Odette Albiston,4,3,5,2,7,44848,5,92.55,1,6
978162,Orson Gladtbach,3,3,4,1,6,16225,2,98.57,1,9
793425,Charlotta Trencher,5,5,2,3,10,62901,4,95.57,1,15
622582,Ulric O'Hanlon,3,1,1,5,8,21666,5,32.63,1,5
69248,Miriam Beedom,5,3,4,2,5,89109,4,10.58,1,1
137921,Rosalinda Hospital,3,3,2,3,4,61167,5,46.18,1,7
392924,Kelsey Killiam,5,2,1,1,7,30777,2,59.44,1,6
691575,Nanny Croser,4,5,5,5,1,60486,5,52.37,1,2
5864,Phineas Sharpous,5,4,3,4,6,57712,5,50.8,1,5
656462,Annabal Litton,3,5,5,5,4,56824,3,9.76,1,4
211455,Martelle Wylam,4,3,5,3,4,7218,1,93.81,1,7
445689,Maryjo Moxsom,2,3,3,5,6,16602,2,44.8,1,11
592083,Conway Gable,3,5,5,3,2,43728,3,54.99,1,14
445668,Aldric Heymes,4,3,1,3,5,28898,3,77.77,1,2
868400,Alexina Banke,4,4,5,4,1,52395,2,12.96,1,11
675373,Mahmoud Mitchenson,4,5,1,3,7,24564,1,29.61,1,17
359100,Phaidra McGiffin,4,1,3,5,8,17652,3,14.7,1,15
99818,Jacquelyn Gregoli,5,5,5,4,10,81114,3,23.93,1,9
881314,Dirk Revening,1,4,1,5,10,78347,3,47.64,1,5
52494,Rainer Sesons,4,3,5,4,9,9009,5,90.53,1,17
360568,Kelcy Gilleson,4,4,1,2,10,2922,1,26.75,1,10
838061,Ira Blasgen,4,2,3,4,6,4405,5,95.68,1,8
73861,Lu Besson,2,4,1,4,2,35990,5,92.08,1,3
804652,Nessie Dunmuir,4,5,5,5,10,55336,5,53.76,1,1
629953,Terrijo McPhate,5,4,1,4,2,80612,3,80.3,1,2
164601,Krystle Darwin,3,3,2,2,6,23099,5,5.56,1,5
681927,Wynnie Grocutt,3,1,2,3,10,77800,5,40.9,1,5
707874,Cleve Le Grove,2,2,1,3,4,60009,4,22.55,1,16
704665,Waylan Blasing,5,5,2,5,5,49257,3,95.21,1,7
996232,Edmund Huyhton,1,2,5,4,2,69966,5,24.26,1,17
932177,Kerrill Turvie,3,5,2,2,8,69351,4,87.27,1,0
552846,Parrnell Lydford,3,1,3,1,8,13779,3,95.37,1,13
170287,Nial Baish,2,3,4,4,8,65060,5,74.93,1,7
701014,Othilie Berzons,4,1,4,3,9,34106,1,72.35,1,12
819470,Ruby Perham,3,5,5,3,6,43507,3,70.11,1,8
160353,Zarla Mathe,2,2,5,1,5,38614,4,21.25,1,2
815079,Maurie Kellar,4,5,5,4,5,10200,5,76.84,1,10
264721,Giavani Van der Spohr,4,1,1,3,8,38722,4,56.13,1,11
964408,Gabriela Screach,2,5,4,1,9,89551,1,83.62,1,17
997907,Robbin Pascho,2,3,4,5,5,3189,1,56.72,1,3
184408,Orton Jaquiss,3,2,1,5,10,37889,4,30.96,1,3
872011,Federico Lambot,4,3,5,1,2,86519,4,37.11,1,9
993466,Tasha Grevile,1,5,1,2,5,46651,1,2.64,1,20
40157,Free Lukock,5,2,2,5,2,32490,1,49.32,1,1
57697,Florry Ipplett,3,2,5,3,9,11571,3,46.97,1,9
974517,Gannon Niset,4,1,3,5,9,54218,2,68.22,1,12
682132,Franz Braun,1,2,4,1,1,6869,5,96.19,1,7
977689,Bond Greason,1,4,1,4,6,56602,1,62.97,1,15
102409,Cleve Healy,2,5,3,4,5,78019,4,16.19,1,11
292265,Lorenza Burgill,2,1,3,4,1,16655,3,26.57,1,12
225404,Andie Rennison,2,2,3,2,6,68066,1,97.24,1,11
894600,Cart Liddell,4,5,5,3,4,84278,4,22.75,1,8
770836,Robbie Sambell,2,3,5,2,9,15193,3,6.67,1,17
561659,Donelle Messingham,4,3,5,2,10,8685,1,95.55,1,18
866448,Jamesy Harewood,5,1,3,2,2,47259,4,20.31,1,1
624153,Alexei Kehir,1,4,2,1,3,75612,3,39.52,1,4
901567,Slade Errichelli,2,3,5,2,9,45214,5,31.18,1,11
231360,Oren Santori,1,2,5,5,4,71672,5,0.98,1,18
439640,Broddie Sperring,3,1,1,5,3,19033,4,97.49,1,4
806997,Tiphani Phettis,2,2,1,1,9,18194,3,91.81,1,19
704436,Rodie Mixon,1,4,5,4,7,50741,4,27.68,1,10
442330,Averell Culpen,4,4,5,3,4,35546,2,63.02,1,17
372970,Constantine Ride,1,3,2,5,9,24335,5,10.12,1,7
745343,Brittne Barstowk,5,5,1,3,2,72575,4,3.71,1,6
678482,Brittany Aylmer,4,4,4,4,6,8198,2,41.18,1,5
777745,Kirbee Hawgood,2,1,2,4,5,39158,5,50.76,1,1
819133,Gerard Burstowe,2,5,1,4,4,72494,5,28.81,1,18
191335,Yoshiko Abelovitz,2,3,3,3,3,61863,2,90.58,1,19
608430,Cassandry Clayhill,1,1,5,3,5,15817,2,84.44,1,1
295726,Marley Dawidowitsch,1,4,5,1,4,29987,2,81.84,1,4
564948,Penni Matejic,2,1,3,1,7,19476,5,80.68,1,6
518509,Rodina McSparran,5,4,1,2,7,65330,2,91.33,1,4
264669,Mia Spearman,5,5,3,5,9,12404,3,48.07,1,4
955016,Abbey Crole,2,3,5,4,2,36478,1,63.68,1,19
624623,Valentia Reiach,5,5,2,4,4,61200,5,3.55,1,11
508081,Netti Soall,1,4,2,3,5,9248,4,37.77,1,15
802022,Reuben Clowsley,5,3,2,1,4,81611,4,95.24,1,9
491498,Wini Ivashkin,1,5,1,1,9,17627,2,68.84,1,8
534488,Ellynn Sandes,4,2,1,2,10,63658,2,85.6,1,19
271395,Tamra Tumini,1,5,2,5,10,79479,2,92.8,1,6
300217,Dalston Inchcomb,5,3,5,3,4,42545,4,93.57,1,4
311075,Lulita Kliner,4,3,4,4,9,61625,4,21.62,1,19
254332,Tabina Follos,5,2,2,5,2,8745,5,46.55,1,20
886297,Cam Dunkersley,5,5,1,1,10,7626,4,18.02,1,5
83168,Kore Fitzgerald,2,3,5,2,2,10310,5,6.5,1,8
273210,Wilhelmine Sarll,4,5,4,1,2,36904,1,40.44,1,4
9858,Van Sibbs,4,3,2,5,7,41055,3,57.02,1,4
498101,Neddy Filipic,5,2,4,4,10,69161,4,76.14,1,3
870011,Carla Pascall,5,2,3,5,5,84834,5,41.01,1,19
687921,Edd Clemintoni,2,3,4,5,2,39772,2,33.65,1,2
929309,Artemas Jagson,5,1,2,1,1,60082,5,11.35,1,11
414439,Ilyssa Bwy,4,5,5,1,4,55840,3,18.39,1,3
61240,Serena Cottesford,4,4,5,5,8,35676,4,29.86,1,8
912312,Elliott Scowcroft,5,4,3,4,1,35440,2,54.11,1,12
913640,Irv Ben,5,2,5,2,1,28899,2,83.99,1,2
844114,Jerrie Tampin,2,4,1,1,3,62289,1,60.09,1,6
381186,Charlotte Chishull,1,1,5,5,8,52055,3,32.64,1,17
927962,Marlo Barton,2,4,1,2,3,43594,2,95.15,1,12
79707,Estrellita Crichton,5,5,5,2,5,17280,5,74,1,17
569169,Robb Oda,5,1,4,4,2,32713,4,38.2,1,8
927645,Gayler Vereker,3,3,3,5,2,58852,1,39.88,1,14
663813,Cathrin Eggleton,2,4,5,1,9,64827,2,64.63,1,18
37533,Clint Landor,1,5,4,4,2,11750,2,16.36,1,20
857070,Shirline Ivashkin,5,3,4,1,6,7776,1,56.62,1,6
